#Wort #Wortart #Person #Numerus #Genus #Modus #Tempus #Kasus #In/Finit #Name #Satzglied #Satzteil
treibt Verb dritte singular - indikativ präsens - finit nein kA kA
treiben Verb erste plural - indikativ präsens - finit nein kA kA
-treibt Verb zweite plural - indikativ präsens - finit nein kA kA
-treiben Verb dritte plural - indikativ präsens - finit nein kA kA
trete Verb erste singular - indikativ präsens - finit nein kA kA
trittst Verb zweite singular - indikativ präsens - finit nein kA kA
tritt Verb dritte singular - indikativ präsens - finit nein kA kA
treten Verb erste plural - indikativ präsens - finit nein kA kA
-tritt Verb zweite plural - indikativ präsens - finit nein kA kA
-treten Verb dritte plural - indikativ präsens - finit nein kA kA
trinke Verb erste singular - indikativ präsens - finit nein kA kA
trinkst Verb zweite singular - indikativ präsens - finit nein kA kA
trinkt Verb dritte singular - indikativ präsens - finit nein kA kA
trinken Verb erste plural - indikativ präsens - finit nein kA kA
-trinkt Verb zweite plural - indikativ präsens - finit nein kA kA
-trinken Verb dritte plural - indikativ präsens - finit nein kA kA
trüge Verb erste singular - indikativ präsens - finit nein kA kA
trügst Verb zweite singular - indikativ präsens - finit nein kA kA
trügt Verb dritte singular - indikativ präsens - finit nein kA kA
trügen Verb erste plural - indikativ präsens - finit nein kA kA
-trügt Verb zweite plural - indikativ präsens - finit nein kA kA
-trügen Verb dritte plural - indikativ präsens - finit nein kA kA
betrüge Verb erste singular - indikativ präsens - finit nein kA kA
betrügst Verb zweite singular - indikativ präsens - finit nein kA kA
betrügt Verb dritte singular - indikativ präsens - finit nein kA kA
betrügen Verb erste plural - indikativ präsens - finit nein kA kA
-betrügt Verb zweite plural - indikativ präsens - finit nein kA kA
-betrügen Verb dritte plural - indikativ präsens - finit nein kA kA
tue Verb erste singular - indikativ präsens - finit nein kA kA
tust Verb zweite singular - indikativ präsens - finit nein kA kA
tut Verb dritte singular - indikativ präsens - finit nein kA kA
tuen Verb erste plural - indikativ präsens - finit nein kA kA
-tut Verb zweite plural - indikativ präsens - finit nein kA kA
-tuen Verb dritte plural - indikativ präsens - finit nein kA kA
verderbe Verb erste singular - indikativ präsens - finit nein kA kA
verdirbst Verb zweite singular - indikativ präsens - finit nein kA kA
verdirbt Verb dritte singular - indikativ präsens - finit nein kA kA
verderben Verb erste plural - indikativ präsens - finit nein kA kA
-verdirbt Verb zweite plural - indikativ präsens - finit nein kA kA
-verderben Verb dritte plural - indikativ präsens - finit nein kA kA
vergesse Verb erste singular - indikativ präsens - finit nein kA kA
vergisst Verb zweite singular - indikativ präsens - finit nein kA kA
vergisst Verb dritte singular - indikativ präsens - finit nein kA kA
vergessen Verb erste plural - indikativ präsens - finit nein kA kA
-vergisst Verb zweite plural - indikativ präsens - finit nein kA kA
-vergessen Verb dritte plural - indikativ präsens - finit nein kA kA
verliere Verb erste singular - indikativ präsens - finit nein kA kA
verlierst Verb zweite singular - indikativ präsens - finit nein kA kA
verliert Verb dritte singular - indikativ präsens - finit nein kA kA
verlieren Verb erste plural - indikativ präsens - finit nein kA kA
-verliert Verb zweite plural - indikativ präsens - finit nein kA kA
-verlieren Verb dritte plural - indikativ präsens - finit nein kA kA
wachse Verb erste singular - indikativ präsens - finit nein kA kA
-wächst Verb zweite singular - indikativ präsens - finit nein kA kA
wächst Verb dritte singular - indikativ präsens - finit nein kA kA
wachsen Verb erste plural - indikativ präsens - finit nein kA kA
-wächst Verb zweite plural - indikativ präsens - finit nein kA kA
-wachsen Verb dritte plural - indikativ präsens - finit nein kA kA
wasche Verb erste singular - indikativ präsens - finit nein kA kA
wäschst Verb zweite singular - indikativ präsens - finit nein kA kA
wäscht Verb dritte singular - indikativ präsens - finit nein kA kA
waschen Verb erste plural - indikativ präsens - finit nein kA kA
-wäscht Verb zweite plural - indikativ präsens - finit nein kA kA
-waschen Verb dritte plural - indikativ präsens - finit nein kA kA
weiche Verb erste singular - indikativ präsens - finit nein kA kA
weichst Verb zweite singular - indikativ präsens - finit nein kA kA
weicht Verb dritte singular - indikativ präsens - finit nein kA kA
weichen Verb erste plural - indikativ präsens - finit nein kA kA
-weicht Verb zweite plural - indikativ präsens - finit nein kA kA
-weichen Verb dritte plural - indikativ präsens - finit nein kA kA
weise Verb erste singular - indikativ präsens - finit nein kA kA
-weist Verb zweite singular - indikativ präsens - finit nein kA kA
weist Verb dritte singular - indikativ präsens - finit nein kA kA
weisen Verb erste plural - indikativ präsens - finit nein kA kA
-weist Verb zweite plural - indikativ präsens - finit nein kA kA
-weisen Verb dritte plural - indikativ präsens - finit nein kA kA
werbe Verb erste singular - indikativ präsens - finit nein kA kA
wirbst Verb zweite singular - indikativ präsens - finit nein kA kA
wirbt Verb dritte singular - indikativ präsens - finit nein kA kA
werben Verb erste plural - indikativ präsens - finit nein kA kA
-wirbt Verb zweite plural - indikativ präsens - finit nein kA kA
-werben Verb dritte plural - indikativ präsens - finit nein kA kA
werde Verb erste singular - indikativ präsens - finit nein kA kA
wirst Verb zweite singular - indikativ präsens - finit nein kA kA
wird Verb dritte singular - indikativ präsens - finit nein kA kA
werden Verb erste plural - indikativ präsens - finit nein kA kA
-werdet Verb zweite plural - indikativ präsens - finit nein kA kA
-werden Verb dritte plural - indikativ präsens - finit nein kA kA
werfe Verb erste singular - indikativ präsens - finit nein kA kA
wirfst Verb zweite singular - indikativ präsens - finit nein kA kA
wirft Verb dritte singular - indikativ präsens - finit nein kA kA
werfen Verb erste plural - indikativ präsens - finit nein kA kA
-wirft Verb zweite plural - indikativ präsens - finit nein kA kA
-werfen Verb dritte plural - indikativ präsens - finit nein kA kA
wiege Verb erste singular - indikativ präsens - finit nein kA kA
wiegst Verb zweite singular - indikativ präsens - finit nein kA kA
wiegt Verb dritte singular - indikativ präsens - finit nein kA kA
wiegen Verb erste plural - indikativ präsens - finit nein kA kA
-wiegt Verb zweite plural - indikativ präsens - finit nein kA kA
-wiegen Verb dritte plural - indikativ präsens - finit nein kA kA
-weiß Verb erste singular - indikativ präsens - finit nein kA kA
weißt Verb zweite singular - indikativ präsens - finit nein kA kA
weiß Verb dritte singular - indikativ präsens - finit nein kA kA
wissen Verb erste plural - indikativ präsens - finit nein kA kA
wisst Verb zweite plural - indikativ präsens - finit nein kA kA
-wissen Verb dritte plural - indikativ präsens - finit nein kA kA
-will Verb erste singular - indikativ präsens - finit nein kA kA
willst Verb zweite singular - indikativ präsens - finit nein kA kA
will Verb dritte singular - indikativ präsens - finit nein kA kA
wollen Verb erste plural - indikativ präsens - finit nein kA kA
wollt Verb zweite plural - indikativ präsens - finit nein kA kA
-wollen Verb dritte plural - indikativ präsens - finit nein kA kA
wringen Verb erste singular - indikativ präsens - finit nein kA kA
wringst Verb zweite singular - indikativ präsens - finit nein kA kA
wringt Verb dritte singular - indikativ präsens - finit nein kA kA
wringen Verb erste plural - indikativ präsens - finit nein kA kA
-wringt Verb zweite plural - indikativ präsens - finit nein kA kA
-wringen Verb dritte plural - indikativ präsens - finit nein kA kA
ziehe Verb erste singular - indikativ präsens - finit nein kA kA
ziehst Verb zweite singular - indikativ präsens - finit nein kA kA
zieht Verb dritte singular - indikativ präsens - finit nein kA kA
ziehen Verb erste plural - indikativ präsens - finit nein kA kA
-zieht Verb zweite plural - indikativ präsens - finit nein kA kA
-ziehen Verb dritte plural - indikativ präsens - finit nein kA kA
zwinge Verb erste singular - indikativ präsens - finit nein kA kA
zwingst Verb zweite singular - indikativ präsens - finit nein kA kA
zwingt Verb dritte singular - indikativ präsens - finit nein kA kA
zwingen Verb erste plural - indikativ präsens - finit nein kA kA
-zwingt Verb zweite plural - indikativ präsens - finit nein kA kA
-zwingen Verb dritte plural - indikativ präsens - finit nein kA kA
schnelle Adjektiv - singular maskulim - - nominativ finit nein kA kA
schnell Adjektiv - singular maskulim - - nominativ finit nein kA kA
schnellen Adjektiv - singular maskulim - - nominativ finit nein kA kA
hart Adjektiv - singular maskulim - - nominativ finit nein kA kA
harte Adjektiv - singular maskulim - - nominativ finit nein kA kA
böse Adjektiv - singular neutral - - nominativ finit nein kA kA
hübsche Adjektiv - singular feminim - - nominativ finit nein kA kA
genervt Adverb - singular - - - nominativ infinit nein kA kA
kleinen Adjektiv - singular - - - nominativ infinit nein kA kA
klein Adjektiv - - - - - - finit nein kA kA
Peter Substantiv - singular maskulim - - nominativ - ja kA kA
Mann Substantiv - singular maskulim - - nominativ - ja kA kA
Haus Substnativ - singular maskulim - - nominativ - nein kA kA
Wand Substantiv - singular feminim - - nominativ - nein kA kA
Sahra Substantiv - singular feminim - - nominativ - ja kA kA
Beine Substantiv - plural neutral - - dativ - nein kA kA
Männern Substantiv - plural maskulim - - dativ - nein kA kA
Kinder Substantiv - plural neutral - - nominativ - nein kA kA
Schule Substantiv - singular feminim - - nominativ - nein kA kA
Mensch Substantiv - singular maskulim - - nominativ - nein kA kA
Käse Substantiv - singular maskulim - - nominativ - nein kA kA
Blume Substantiv - singular feminim - - - - ja kA kA
Baum Substantiv - singular maskulim - - - - ja kA kA
Fahrrad Substantiv - singular neutral - - - - ja kA kA
Gebäude Substantiv - singular neutral - - - - ja kA kA
rote Adjektiv - - - - - nominativ infinit nein kA kA
singt Verb dritte singular - indikativ präsens - infinit nein kA kA
baut Verb dritte singular - indikativ präsens - infinit nein kA kA
sieht Verb dritte singular - indikativ präsens - infinit nein kA kA
Tiger Substantiv - singular maskulim - - - - ja kA kA
Tier Substantiv - singular neutral - - - - ja kA kA
Känguru Substantiv - singular neutral - - - - ja kA kA
Erde Substantiv - singular feminim - - - - ja kA kA
blau Adjektiv - - - - - nominativ infinit nein kA kA
Planet Substantiv - singular maskulim - - - - ja kA kA
blauer Adjektiv - - - - - nominativ infinit nein kA kA
Tomate Substantiv - singular feminim - - - - ja kA kA
Käses Substantiv - singular maskulim - - - - ja kA kA
Tomaten Substantiv - plural feminim - - - - ja kA kA
Hund Substantiv - singular maskulim - - - - ja kA kA
Mauer Substantiv - singular feminim - - - - ja kA kA
Mars Substantiv - singular maskulim - - - - ja kA kA
rot Adjektiv - - - - - nominativ infinit nein kA kA
Sonne Substantiv - singular feminim - - - - ja kA kA
Stern Substantiv - singular maskulim - - - - ja kA kA
gelber Adjektiv - - - - - nominativ infinit nein kA kA
Sonnenblume Substantiv - singular feminim - - - - ja kA kA
gelbe Adjektiv - - - - - nominativ infinit nein kA kA
Rose Substantiv - singular feminim - - - - ja kA kA
gelb Adjektiv - - - - - nominativ infinit nein kA kA
Affe Substantiv - singular maskulim - - - - ja kA kA
Lied Substantiv - singular neutral - - - - ja kA kA
Menschen Substantiv - singular maskulim - - - - ja kA kA
Pflanze Substantiv - singular feminim - - - - ja kA kA
Ziel Substantiv - singular neutral - - - - ja kA kA
Rennens Substantiv - singular neutral - - - - ja kA kA
Katze Substantiv - singular feminim - - - - ja kA kA
Frau Substantiv - singular feminim - - - - ja kA kA
Mannes Substantiv - singular maskulim - - - - ja kA kA
Freund Substantiv - singular maskulim - - - - ja kA kA
beste Adjektiv - - - - - nominativ infinit nein kA kA
Freundin Substantiv - singular feminim - - - - ja kA kA
Deutschland Substantiv - singular neutral - - - - ja kA kA
Frankreich Substantiv - singular neutral - - - - ja kA kA
England Substantiv - singular neutral - - - - ja kA kA
Feinde Substantiv - plural maskulim - - - - ja kA kA
Strand Substantiv - singular maskulim - - - - ja kA kA
Party Substantiv - singular feminim - - - - ja kA kA
Pizza Substantiv - singular feminim - - - - ja kA kA
Ofen Substantiv - singular maskulim - - - - ja kA kA
Brille Substantiv - singular feminim - - - - ja kA kA
Sonnenscheins Substantiv - singular maskulim - - - - ja kA kA
Wasser Substantiv - singular neutral - - - - ja kA kA
gesund Adjektiv - - - - - nominativ infinit nein kA kA
Cola Substantiv - singular feminim - - - - ja kA kA
Kugel Substantiv - singular feminim - - - - ja kA kA
Hose Substantiv - singular feminim - - - - ja kA kA
Dieb Substantiv - singular maskulim - - - - ja kA kA
Geld Substantiv - singular neutral - - - - ja kA kA
kämpfe Verb erste singular - indikativ präsens - finit nein kA kA
kämpfst Verb zweite singular - indikativ präsens - finit nein kA kA
kämpft Verb dritte singular - indikativ präsens - finit nein kA kA
kämpfen Verb erste plural - indikativ präsens - finit nein kA kA
-kämpft Verb zweite plural - indikativ präsens - finit nein kA kA
-kämpfen Verb dritte plural - indikativ präsens - finit nein kA kA
Ritter Substantiv - singular maskulim - - - - ja kA kA

Theater Substantiv - singular neutral - - - - ja kA kA
tanze Verb erste singular - indikativ präsens - finit nein kA kA
tanzt Verb dritte singular - indikativ präsens - finit nein kA kA
tanzen Verb erste plural - indikativ präsens - finit nein kA kA

Luft Substantiv - singular feminim - - - - ja kA kA
atme Verb erste singular - indikativ präsens - finit nein kA kA
atmest Verb zweite singular - indikativ präsens - finit nein kA kA
atmet Verb dritte singular - indikativ präsens - finit nein kA kA
atmen Verb erste plural - indikativ präsens - finit nein kA kA

Welt Substantiv - singular feminim - - - - ja kA kA
dumm Adjektiv - - - - - nominativ infinit nein kA kA
wohne Verb erste singular - indikativ präsens - finit nein kA kA
wohnst Verb zweite singular - indikativ präsens - finit nein kA kA
wohnt Verb dritte singular - indikativ präsens - finit nein kA kA
wohnen Verb erste plural - indikativ präsens - finit nein kA kA

Mannheim Substantiv - singular neutral - - - - ja kA kA
studiere Verb erste singular - indikativ präsens - finit nein kA kA
studierst Verb zweite singular - indikativ präsens - finit nein kA kA
studiert Verb dritte singular - indikativ präsens - finit nein kA kA
studieren Verb erste plural - indikativ präsens - finit nein kA kA

Volkswirtschaft Substantiv - singular feminim - - - - ja kA kA
mutiger Adjektiv - - - - - nominativ infinit nein kA kA
Kämpfer Substantiv - singular maskulim - - - - ja kA kA
weiblich Adjektiv - - - - - nominativ infinit nein kA kA
Max Substantiv - singular maskulim - - - - ja kA kA
männlich Adjektiv - - - - - nominativ infinit nein kA kA
Heidelberg Substantiv - singular neutral - - - - ja kA kA
Meer Substantiv - singular neutral - - - - ja kA kA
groß Adjektiv - - - - - nominativ infinit nein kA kA
komponiere Verb erste singular - indikativ präsens - finit nein kA kA
komponierst Verb zweite singular - indikativ präsens - finit nein kA kA
komponiert Verb dritte singular - indikativ präsens - finit nein kA kA
komponieren Verb erste plural - indikativ präsens - finit nein kA kA

Oper Substantiv - singular feminim - - - - ja kA kA
fest Adjektiv - - - - - nominativ infinit nein kA kA
Schule, Substantiv - singular feminim - - - - ja kA kA
Holz Substantiv - singular neutral - - - - ja kA kA
Wolf Substantiv - singular maskulim - - - - ja kA kA
Lampe Substantiv - singular feminim - - - - ja kA kA
Roboter Substantiv - singular maskulim - - - - ja kA kA
Partei Substantiv - singular feminim - - - - ja kA kA
Scheibe Substantiv - singular feminim - - - - ja kA kA
Stuhl Substantiv - singular maskulim - - - - ja kA kA
Name Substantiv - singular maskulim - - - - ja kA kA
Weltall Substantiv - singular neutral - - - - ja kA kA
Papier Substantiv - singular neutral - - - - ja kA kA
Lebewesen Substantiv - singular neutral - - - - ja kA kA
